TimestampLocal,Watts
2012-04-15 00:00:00,863.2188
2012-04-15 00:15:00,2542.4817
2012-04-15 00:30:00,169.70863
2012-04-15 00:45:00,2203.9675
2012-04-15 01:00:00,1985.557
2012-04-15 01:15:00,755.63715
2012-04-15 01:30:00,1822.1112
2012-04-15 01:45:00,1072.7404
2012-04-15 02:00:00,1142.5471
2012-04-15 02:15:00,806.6875
2012-04-15 02:30:00,766.3239
2012-04-15 02:45:00,573.7969
2012-04-15 03:00:00,379.05344
2012-04-15 03:15:00,325.63736
2012-04-15 03:30:00,163.03186
2012-04-15 03:45:00,367.52298
2012-04-15 04:00:00,393.53802
2012-04-15 04:15:00,571.2837
2012-04-15 04:30:00,766.9813
2012-04-15 04:45:00,689.3989
2012-04-15 05:00:00,1238.792
2012-04-15 05:15:00,1097.4419
2012-04-15 05:30:00,1013.52625
2012-04-15 05:45:00,867.59564
2012-04-15 06:00:00,1647.1904
2012-04-15 06:15:00,1052.2151
2012-04-15 06:30:00,958.0895
2012-04-15 06:45:00,963.0673
2012-04-15 07:00:00,1130.1118
2012-04-15 07:15:00,625.297
2012-04-15 07:30:00,782.47784
2012-04-15 07:45:00,556.6044
2012-04-15 08:00:00,561.90125
2012-04-15 08:15:00,306.14835
2012-04-15 08:30:00,309.52414
2012-04-15 08:45:00,264.95856
2012-04-15 09:00:00,206.99823
2012-04-15 09:15:00,202.09212
2012-04-15 09:30:00,187.12566
2012-04-15 09:45:00,210.36075
2012-04-15 10:00:00,192.74208
2012-04-15 10:15:00,168.67007
2012-04-15 10:30:00,207.19202
2012-04-15 10:45:00,195.84544
2012-04-15 11:00:00,174.29959
2012-04-15 11:15:00,194.26993
2012-04-15 11:30:00,170.66187
2012-04-15 11:45:00,164.5522
2012-04-15 12:00:00,181.9671
2012-04-15 12:15:00,171.14023
2012-04-15 12:30:00,174.74092
2012-04-15 12:45:00,173.58336
2012-04-15 13:00:00,193.92564
2012-04-15 13:15:00,190.95358
2012-04-15 13:30:00,219.33142
2012-04-15 13:45:00,177.70876
2012-04-15 14:00:00,262.39474
2012-04-15 14:15:00,279.86115
2012-04-15 14:30:00,167.71475
2012-04-15 14:45:00,283.48276
2012-04-15 15:00:00,269.72687
2012-04-15 15:15:00,231.89076
2012-04-15 15:30:00,188.16792
2012-04-15 15:45:00,306.8666
2012-04-15 16:00:00,238.81203
2012-04-15 16:15:00,188.62032
2012-04-15 16:30:00,243.2457
2012-04-15 16:45:00,230.60153
2012-04-15 17:00:00,216.22621
2012-04-15 17:15:00,264.32837
2012-04-15 17:30:00,244.35014
2012-04-15 17:45:00,317.8325
2012-04-15 18:00:00,234.12248
2012-04-15 18:15:00,257.0434
2012-04-15 18:30:00,260.5614
2012-04-15 18:45:00,221.9775
2012-04-15 19:00:00,174.27547
2012-04-15 19:15:00,285.04126
2012-04-15 19:30:00,198.9892
2012-04-15 19:45:00,208.81216
2012-04-15 20:00:00,231.74075
2012-04-15 20:15:00,203.52498
2012-04-15 20:30:00,210.83156
2012-04-15 20:45:00,194.6305
2012-04-15 21:00:00,231.06445
2012-04-15 21:15:00,179.00218
2012-04-15 21:30:00,258.16092
2012-04-15 21:45:00,265.3917
2012-04-15 22:00:00,233.84567
2012-04-15 22:15:00,493.15738
