watts,data
477.27054,2012-04-16 00:00:00
97.18199,2012-04-16 00:15:00
683.6556,2012-04-16 00:30:00
354.01163,2012-04-16 00:45:00
534.207,2012-04-16 01:00:00
496.78616,2012-04-16 01:15:00
481.44522,2012-04-16 01:30:00
451.40973,2012-04-16 01:45:00
522.0567,2012-04-16 02:00:00
482.8709,2012-04-16 02:15:00
453.46255,2012-04-16 02:30:00
442.46045,2012-04-16 02:45:00
370.42545,2012-04-16 03:00:00
259.5861,2012-04-16 03:15:00
400.28995,2012-04-16 03:30:00
274.50323,2012-04-16 03:45:00
437.94376,2012-04-16 04:00:00
270.1187,2012-04-16 04:15:00
372.69888,2012-04-16 04:30:00
289.15192,2012-04-16 04:45:00
384.61642,2012-04-16 05:00:00
322.6422,2012-04-16 05:15:00
356.631,2012-04-16 05:30:00
291.56265,2012-04-16 05:45:00
379.1839,2012-04-16 06:00:00
518.3685,2012-04-16 06:15:00
499.1106,2012-04-16 06:30:00
557.9695,2012-04-16 06:45:00
495.12985,2012-04-16 07:00:00
500.4841,2012-04-16 07:15:00
601.95886,2012-04-16 07:30:00
485.59637,2012-04-16 07:45:00
437.44543,2012-04-16 08:00:00
587.0407,2012-04-16 08:15:00
586.7707,2012-04-16 08:30:00
583.056,2012-04-16 08:45:00
804.2794,2012-04-16 09:00:00
308.6438,2012-04-16 09:15:00
547.8716,2012-04-16 09:30:00
398.5954,2012-04-16 09:45:00
763.0045,2012-04-16 10:00:00
426.5257,2012-04-16 10:15:00
901.0686,2012-04-16 10:30:00
241.00432,2012-04-16 10:45:00
811.7887,2012-04-16 11:00:00
301.4077,2012-04-16 11:15:00
1219.0643,2012-04-16 11:30:00
489.62045,2012-04-16 11:45:00
968.46,2012-04-16 12:00:00
58.031902,2012-04-16 12:15:00
110.797195,2012-04-16 12:30:00
580.2376,2012-04-16 12:45:00
103.76093,2012-04-16 13:00:00
461.13303,2012-04-16 13:15:00
114.764015,2012-04-16 13:30:00
341.62286,2012-04-16 13:45:00
442.85284,2012-04-16 14:00:00
561.55194,2012-04-16 14:15:00
572.1836,2012-04-16 14:30:00
354.72897,2012-04-16 14:45:00
236.1864,2012-04-16 15:00:00
276.39487,2012-04-16 15:15:00
565.7582,2012-04-16 15:30:00
629.92487,2012-04-16 15:45:00
668.5384,2012-04-16 16:00:00
454.69803,2012-04-16 16:15:00
266.96103,2012-04-16 16:30:00
549.644,2012-04-16 16:45:00
642.8327,2012-04-16 17:00:00
914.49023,2012-04-16 17:15:00
1032.9213,2012-04-16 17:30:00
1080.8702,2012-04-16 17:45:00
1015.1841,2012-04-16 18:00:00
984.8015,2012-04-16 18:15:00
953.8241,2012-04-16 18:30:00
953.4866,2012-04-16 18:45:00
938.8105,2012-04-16 19:00:00
