data,Watts
2012-04-30 09:15:00,402.3497
2012-04-30 09:30:00,601.8744
2012-04-30 09:45:00,814.6022
2012-04-30 10:00:00,848.29974
2012-04-30 10:15:00,802.0942
2012-04-30 10:30:00,757.8443
2012-04-30 10:45:00,490.61087
2012-04-30 11:00:00,335.59045
2012-04-30 11:15:00,461.81348
2012-04-30 11:30:00,857.2194
2012-04-30 11:45:00,377.03833
2012-04-30 12:00:00,668.6411
2012-04-30 12:15:00,1150.7964
2012-04-30 12:30:00,1102.0443
2012-04-30 12:45:00,899.5043
2012-04-30 13:00:00,454.4916
2012-04-30 13:15:00,1212.8661
2012-04-30 13:30:00,1082.6709
2012-04-30 13:45:00,1135.1167
2012-04-30 14:00:00,925.7848
2012-04-30 14:15:00,353.4053
2012-04-30 14:30:00,197.39258
2012-04-30 14:45:00,1402.5988
2012-04-30 15:00:00,265.39487
2012-04-30 15:15:00,73.65448
2012-04-30 15:30:00,476.36078
2012-04-30 15:45:00,1019.574
2012-04-30 16:00:00,215.74673
2012-04-30 16:15:00,251.15082
2012-04-30 16:30:00,655.90936
2012-04-30 16:45:00,1775.4708
2012-04-30 17:00:00,121.95231
2012-04-30 17:15:00,80.80428
2012-04-30 17:30:00,245.28511
2012-04-30 17:45:00,1560.4406
2012-04-30 18:00:00,2281.1572
2012-04-30 18:15:00,2523.372
2012-04-30 18:30:00,2513.8694
2012-04-30 18:45:00,2316.2449
2012-04-30 19:00:00,2074.9297
2012-04-30 19:15:00,1622.5946
2012-04-30 19:30:00,2100.16
2012-04-30 19:45:00,1957.8445
2012-04-30 20:00:00,2165.1375
2012-04-30 20:15:00,725.71875
2012-04-30 20:30:00,1368.9988
2012-04-30 20:45:00,2151.301
2012-04-30 21:00:00,1692.8335
2012-04-30 21:15:00,1947.1337
2012-04-30 21:30:00,1778.2347
2012-04-30 21:45:00,764.30884
2012-04-30 22:00:00,318.43066
2012-04-30 22:15:00,1340.7637
2012-04-30 22:30:00,2388.7305
2012-04-30 22:45:00,2239.8372
2012-04-30 23:00:00,1153.128
2012-04-30 23:15:00,439.98352
2012-04-30 23:30:00,232.50426
2012-04-30 23:45:00,778.1633
2012-05-01 00:00:00,352.8879
2012-05-01 00:15:00,468.53604
2012-05-01 00:30:00,319.3602
2012-05-01 00:45:00,411.34567
2012-05-01 01:00:00,1564.7238
2012-05-01 01:15:00,882.9323
2012-05-01 01:30:00,742.5248
2012-05-01 01:45:00,1341.8179
2012-05-01 02:00:00,1047.0853
2012-05-01 02:15:00,1238.2551
2012-05-01 02:30:00,939.8323
2012-05-01 02:45:00,1047.8961
2012-05-01 03:00:00,1241.7266
2012-05-01 03:15:00,516.9729
2012-05-01 03:30:00,229.04779
2012-05-01 03:45:00,1156.7737
2012-05-01 04:00:00,642.08124
2012-05-01 04:15:00,1065.3752
2012-05-01 04:30:00,314.51456
2012-05-01 04:45:00,139.61763
2012-05-01 05:00:00,1326.4314
2012-05-01 05:15:00,551.0138
2012-05-01 05:30:00,931.9437
2012-05-01 05:45:00,255.93164
2012-05-01 06:00:00,149.78902
2012-05-01 06:15:00,301.8951
2012-05-01 06:30:00,1186.7422
2012-05-01 06:45:00,239.74623
2012-05-01 07:00:00,402.55658
2012-05-01 07:15:00,164.83904
2012-05-01 07:30:00,380.46826
2012-05-01 07:45:00,688.7291
2012-05-01 08:00:00,113.96556
2012-05-01 08:15:00,676.6961
2012-05-01 08:30:00,737.04425
2012-05-01 08:45:00,672.7667
2012-05-01 09:00:00,156.42426
2012-05-01 09:15:00,419.87878
2012-05-01 09:30:00,376.91296
2012-05-01 09:45:00,748.5889
2012-05-01 10:00:00,768.0978
2012-05-01 10:15:00,726.9467
2012-05-01 10:30:00,786.53784
2012-05-01 10:45:00,517.92175
2012-05-01 11:00:00,609.28503
