data,Watts
2012-04-30 09:15:00,607.8808
2012-04-30 09:30:00,461.32605
2012-04-30 09:45:00,904.24664
2012-04-30 10:00:00,890.587
2012-04-30 10:15:00,803.2624
2012-04-30 10:30:00,918.72174
2012-04-30 10:45:00,935.9755
2012-04-30 11:00:00,922.8075
2012-04-30 11:15:00,888.94226
2012-04-30 11:30:00,883.0299
2012-04-30 11:45:00,877.3204
2012-04-30 12:00:00,868.7562
2012-04-30 12:15:00,849.704
2012-04-30 12:30:00,714.08716
2012-04-30 12:45:00,621.5636
2012-04-30 13:00:00,689.7826
2012-04-30 13:15:00,673.3487
2012-04-30 13:30:00,634.9216
2012-04-30 13:45:00,494.74915
2012-04-30 14:00:00,673.2299
2012-04-30 14:15:00,583.2792
2012-04-30 14:30:00,600.1226
2012-04-30 14:45:00,599.9439
2012-04-30 15:00:00,592.3639
2012-04-30 15:15:00,593.10345
2012-04-30 15:30:00,604.7233
2012-04-30 15:45:00,594.9275
2012-04-30 16:00:00,593.0529
2012-04-30 16:15:00,578.997
2012-04-30 16:30:00,619.0666
2012-04-30 16:45:00,570.4883
2012-04-30 17:00:00,466.60635
2012-04-30 17:15:00,497.43387
2012-04-30 17:30:00,490.39233
2012-04-30 17:45:00,146.58128
2012-04-30 18:00:00,227.04105
2012-04-30 18:15:00,479.75226
2012-04-30 18:30:00,204.88248
2012-04-30 18:45:00,947.9367
2012-04-30 19:00:00,181.62132
2012-04-30 19:15:00,55.965015
2012-04-30 19:30:00,61.96957
2012-04-30 19:45:00,683.9213
2012-04-30 20:00:00,817.62213
2012-04-30 20:15:00,76.750534
2012-04-30 20:30:00,260.7197
2012-04-30 20:45:00,788.74884
2012-04-30 21:00:00,1467.6942
2012-04-30 21:15:00,81.97086
2012-04-30 21:30:00,44.060352
2012-04-30 21:45:00,209.88626
2012-04-30 22:00:00,278.50394
2012-04-30 22:15:00,1242.193
2012-04-30 22:30:00,96.52704
2012-04-30 22:45:00,200.4526
2012-04-30 23:00:00,1546.7644
2012-04-30 23:15:00,285.242
2012-04-30 23:30:00,152.79694
2012-04-30 23:45:00,97.966095
2012-05-01 00:00:00,54.90308
2012-05-01 00:15:00,83.2284
2012-05-01 00:30:00,264.4887
2012-05-01 00:45:00,357.5329
2012-05-01 01:00:00,383.6891
2012-05-01 01:15:00,469.61548
2012-05-01 01:30:00,564.37024
2012-05-01 01:45:00,556.9781
2012-05-01 02:00:00,572.3495
2012-05-01 02:15:00,588.123
2012-05-01 02:30:00,597.18317
2012-05-01 02:45:00,577.6111
2012-05-01 03:00:00,573.14764
2012-05-01 03:15:00,556.60645
2012-05-01 03:30:00,540.673
2012-05-01 03:45:00,569.0649
2012-05-01 04:00:00,521.07117
2012-05-01 04:15:00,521.8795
2012-05-01 04:30:00,510.43045
2012-05-01 04:45:00,546.5743
2012-05-01 05:00:00,606.9124
2012-05-01 05:15:00,400.30353
2012-05-01 05:30:00,586.2688
2012-05-01 05:45:00,512.81616
2012-05-01 06:00:00,510.62524
2012-05-01 06:15:00,579.50415
2012-05-01 06:30:00,520.36
2012-05-01 06:45:00,300.89352
2012-05-01 07:00:00,139.60112
2012-05-01 07:15:00,443.98474
2012-05-01 07:30:00,450.94818
2012-05-01 07:45:00,562.2502
2012-05-01 08:00:00,554.05853
2012-05-01 08:15:00,696.93384
2012-05-01 08:30:00,736.94244
2012-05-01 08:45:00,263.3173
2012-05-01 09:00:00,107.723946
