TimestampLocal,Watts
2012-04-15 00:00:00,993.8226
2012-04-15 00:15:00,642.65186
2012-04-15 00:30:00,711.7115
2012-04-15 00:45:00,719.92596
2012-04-15 01:00:00,548.9
2012-04-15 01:15:00,768.13367
2012-04-15 01:30:00,567.0845
2012-04-15 01:45:00,999.97473
2012-04-15 02:00:00,643.7583
2012-04-15 02:15:00,620.71313
2012-04-15 02:30:00,1111.0889
2012-04-15 02:45:00,529.1786
2012-04-15 03:00:00,722.22144
2012-04-15 03:15:00,1051.4043
2012-04-15 03:30:00,491.37158
2012-04-15 03:45:00,967.9392
2012-04-15 04:00:00,472.22864
2012-04-15 04:15:00,578.715
2012-04-15 04:30:00,669.35767
2012-04-15 04:45:00,439.34497
2012-04-15 05:00:00,677.29285
2012-04-15 05:15:00,1265.6461
2012-04-15 05:30:00,814.3182
2012-04-15 05:45:00,497.0909
2012-04-15 06:00:00,508.6277
2012-04-15 06:15:00,650.51434
2012-04-15 06:30:00,1292.5118
2012-04-15 06:45:00,1085.5328
2012-04-15 07:00:00,1771.2225
2012-04-15 07:15:00,1210.0927
2012-04-15 07:30:00,1351.1155
2012-04-15 07:45:00,1053.2457
2012-04-15 08:00:00,1608.6903
2012-04-15 08:15:00,854.94543
2012-04-15 08:30:00,1132.8308
2012-04-15 08:45:00,1416.5493
2012-04-15 09:00:00,993.4812
2012-04-15 09:15:00,1155.2607
2012-04-15 09:30:00,492.588
2012-04-15 09:45:00,1038.1956
2012-04-15 10:00:00,274.56216
2012-04-15 10:15:00,290.14575
2012-04-15 10:30:00,284.30997
2012-04-15 10:45:00,215.81886
2012-04-15 11:00:00,108.71235
2012-04-15 11:15:00,340.93243
2012-04-15 11:30:00,220.15334
2012-04-15 11:45:00,453.19614
2012-04-15 12:00:00,299.58398
2012-04-15 12:15:00,68.25823
2012-04-15 12:30:00,91.014046
2012-04-15 12:45:00,216.14548
2012-04-15 13:00:00,310.82037
2012-04-15 13:15:00,166.85648
2012-04-15 13:30:00,219.06299
2012-04-15 13:45:00,363.83792
2012-04-15 14:00:00,124.37673
2012-04-15 14:15:00,228.90097
2012-04-15 14:30:00,216.9276
2012-04-15 14:45:00,314.99124
2012-04-15 15:00:00,174.49014
2012-04-15 15:15:00,465.0719
2012-04-15 15:30:00,321.62317
