TimestampLocal,Watts
2012-04-15 00:00:00,825.1015
2012-04-15 00:15:00,529.01434
2012-04-15 00:30:00,689.2831
2012-04-15 00:45:00,468.7119
2012-04-15 01:00:00,863.1113
2012-04-15 01:15:00,469.41107
2012-04-15 01:30:00,638.8964
2012-04-15 01:45:00,618.1555
2012-04-15 02:00:00,676.2347
2012-04-15 02:15:00,898.6706
2012-04-15 02:30:00,528.9334
2012-04-15 02:45:00,738.3768
2012-04-15 03:00:00,571.9597
2012-04-15 03:15:00,689.9631
2012-04-15 03:30:00,488.3054
2012-04-15 03:45:00,667.3212
2012-04-15 04:00:00,431.7464
2012-04-15 04:15:00,925.6577
2012-04-15 04:30:00,412.95438
2012-04-15 04:45:00,826.6902
2012-04-15 05:00:00,1174.1826
2012-04-15 05:15:00,799.8813
2012-04-15 05:30:00,820.1102
2012-04-15 05:45:00,1010.603
2012-04-15 06:00:00,750.1097
2012-04-15 06:15:00,1019.1313
2012-04-15 06:30:00,949.5605
2012-04-15 06:45:00,903.63745
2012-04-15 07:00:00,1046.487
2012-04-15 07:15:00,860.64813
2012-04-15 07:30:00,1023.5081
2012-04-15 07:45:00,932.95593
2012-04-15 08:00:00,1442.9331
2012-04-15 08:15:00,1244.9525
2012-04-15 08:30:00,1101.3087
2012-04-15 08:45:00,694.6775
2012-04-15 09:00:00,564.3967
2012-04-15 09:15:00,303.77954
2012-04-15 09:30:00,314.0068
2012-04-15 09:45:00,283.72302
2012-04-15 10:00:00,231.54208
2012-04-15 10:15:00,618.1625
2012-04-15 10:30:00,134.22821
2012-04-15 10:45:00,342.72134
2012-04-15 11:00:00,281.9568
2012-04-15 11:15:00,163.25255
2012-04-15 11:30:00,201.13795
2012-04-15 11:45:00,256.21252
2012-04-15 12:00:00,60.23718
2012-04-15 12:15:00,45.903572
2012-04-15 12:30:00,38.22167
2012-04-15 12:45:00,62.893932
2012-04-15 13:00:00,517.726
2012-04-15 13:15:00,118.42588
2012-04-15 13:30:00,97.82676
2012-04-15 13:45:00,34.019085
2012-04-15 14:00:00,114.778786
2012-04-15 14:15:00,405.0326
2012-04-15 14:30:00,163.98717
2012-04-15 14:45:00,413.54324
2012-04-15 15:00:00,360.29565
2012-04-15 15:15:00,155.8307
2012-04-15 15:30:00,374.28482
2012-04-15 15:45:00,497.26477
2012-04-15 16:00:00,200.26854
2012-04-15 16:15:00,237.47499
2012-04-15 16:30:00,942.7574
2012-04-15 16:45:00,220.621
2012-04-15 17:00:00,244.55818
2012-04-15 17:15:00,525.08685
2012-04-15 17:30:00,456.39603
2012-04-15 17:45:00,684.3872
2012-04-15 18:00:00,372.5765
2012-04-15 18:15:00,1108.0137
2012-04-15 18:30:00,456.03018
2012-04-15 18:45:00,560.7498
2012-04-15 19:00:00,809.9035
2012-04-15 19:15:00,381.78683
2012-04-15 19:30:00,534.85516
2012-04-15 19:45:00,454.43005
2012-04-15 20:00:00,267.00815
2012-04-15 20:15:00,446.05768
2012-04-15 20:30:00,1945.7167
2012-04-15 20:45:00,1289.1027
2012-04-15 21:00:00,1398.0544
2012-04-15 21:15:00,1212.402
2012-04-15 21:30:00,1273.3354
2012-04-15 21:45:00,1190.2104
2012-04-15 22:00:00,1403.2045
2012-04-15 22:15:00,1546.6509
2012-04-15 22:30:00,1234.6589
2012-04-15 22:45:00,1670.1813
2012-04-15 23:00:00,1744.9176
2012-04-15 23:15:00,1719.3922
2012-04-15 23:30:00,1401.3151
2012-04-15 23:45:00,2239.572
2012-04-16 00:00:00,255.52933
2012-04-16 00:15:00,775.6601
2012-04-16 00:30:00,311.9476
2012-04-16 00:45:00,444.2996
2012-04-16 01:00:00,519.42413
2012-04-16 01:15:00,364.01163
2012-04-16 01:30:00,423.27927
2012-04-16 01:45:00,525.98914
2012-04-16 02:00:00,358.6989
2012-04-16 02:15:00,400.5228
2012-04-16 02:30:00,425.9039
2012-04-16 02:45:00,468.62158
2012-04-16 03:00:00,704.3086
2012-04-16 03:15:00,358.14127
2012-04-16 03:30:00,412.65158
2012-04-16 03:45:00,712.49567
2012-04-16 04:00:00,341.15738
2012-04-16 04:15:00,625.89655
2012-04-16 04:30:00,419.4561
2012-04-16 04:45:00,406.26575
2012-04-16 05:00:00,750.31384
2012-04-16 05:15:00,287.44092
2012-04-16 05:30:00,781.36237
2012-04-16 05:45:00,473.44043
2012-04-16 06:00:00,666.9815
2012-04-16 06:15:00,325.5876
2012-04-16 06:30:00,298.4195
2012-04-16 06:45:00,586.56525
2012-04-16 07:00:00,368.123
2012-04-16 07:15:00,944.58826
2012-04-16 07:30:00,1506.4374
2012-04-16 07:45:00,675.59845
2012-04-16 08:00:00,699.41016
2012-04-16 08:15:00,918.40454
2012-04-16 08:30:00,1637.933
2012-04-16 08:45:00,596.6752
2012-04-16 09:00:00,1182.9037
2012-04-16 09:15:00,1050.5637
2012-04-16 09:30:00,377.5056
2012-04-16 09:45:00,402.1988
2012-04-16 10:00:00,357.62076
2012-04-16 10:15:00,558.1741
2012-04-16 10:30:00,792.6654
2012-04-16 10:45:00,383.3401
2012-04-16 11:00:00,484.54996
2012-04-16 11:15:00,158.17978
2012-04-16 11:30:00,389.67078
2012-04-16 11:45:00,575.4877
2012-04-16 12:00:00,310.20636
2012-04-16 12:15:00,443.89676
2012-04-16 12:30:00,863.3949
2012-04-16 12:45:00,293.65985
2012-04-16 13:00:00,397.8242
2012-04-16 13:15:00,281.5198
2012-04-16 13:30:00,442.3586
2012-04-16 13:45:00,312.9813
2012-04-16 14:00:00,456.75034
2012-04-16 14:15:00,132.56923
2012-04-16 14:30:00,204.50636
2012-04-16 14:45:00,455.09723
2012-04-16 15:00:00,209.17935
2012-04-16 15:15:00,565.1654
2012-04-16 15:30:00,436.99207
2012-04-16 15:45:00,166.09242
2012-04-16 16:00:00,68.16512
2012-04-16 16:15:00,48.553143
2012-04-16 16:30:00,110.274635
2012-04-16 16:45:00,53.590252
2012-04-16 17:00:00,414.32178
2012-04-16 17:15:00,48.978
2012-04-16 17:30:00,585.0835
2012-04-16 17:45:00,391.93207
2012-04-16 18:00:00,265.53458
2012-04-16 18:15:00,133.66776
2012-04-16 18:30:00,244.36755
2012-04-16 18:45:00,712.9249
2012-04-16 19:00:00,655.17413
2012-04-16 19:15:00,550.5307
2012-04-16 19:30:00,791.42615
2012-04-16 19:45:00,754.94324
2012-04-16 20:00:00,557.12946
2012-04-16 20:15:00,973.5654
2012-04-16 20:30:00,1045.275
2012-04-16 20:45:00,1204.6576
2012-04-16 21:00:00,1473.9039
