watts,data
191.37514,2012-04-16 00:00:00
252.56207,2012-04-16 00:15:00
244.24986,2012-04-16 00:30:00
225.35295,2012-04-16 00:45:00
191.80646,2012-04-16 01:00:00
216.33849,2012-04-16 01:15:00
280.18967,2012-04-16 01:30:00
344.97113,2012-04-16 01:45:00
383.85376,2012-04-16 02:00:00
403.97314,2012-04-16 02:15:00
403.6915,2012-04-16 02:30:00
384.63446,2012-04-16 02:45:00
360.79962,2012-04-16 03:00:00
335.1554,2012-04-16 03:15:00
309.3191,2012-04-16 03:30:00
290.89374,2012-04-16 03:45:00
278.711,2012-04-16 04:00:00
266.50137,2012-04-16 04:15:00
252.39914,2012-04-16 04:30:00
237.68633,2012-04-16 04:45:00
221.10481,2012-04-16 05:00:00
201.29634,2012-04-16 05:15:00
182.66742,2012-04-16 05:30:00
176.32283,2012-04-16 05:45:00
189.73083,2012-04-16 06:00:00
221.91653,2012-04-16 06:15:00
272.25427,2012-04-16 06:30:00
334.84317,2012-04-16 06:45:00
387.4146,2012-04-16 07:00:00
413.74237,2012-04-16 07:15:00
423.53833,2012-04-16 07:30:00
426.80795,2012-04-16 07:45:00
427.98495,2012-04-16 08:00:00
429.24966,2012-04-16 08:15:00
431.10272,2012-04-16 08:30:00
433.17914,2012-04-16 08:45:00
435.3188,2012-04-16 09:00:00
437.51215,2012-04-16 09:15:00
439.84665,2012-04-16 09:30:00
442.39648,2012-04-16 09:45:00
445.0077,2012-04-16 10:00:00
447.40997,2012-04-16 10:15:00
449.803,2012-04-16 10:30:00
452.4586,2012-04-16 10:45:00
455.22107,2012-04-16 11:00:00
458.2624,2012-04-16 11:15:00
461.48947,2012-04-16 11:30:00
464.7794,2012-04-16 11:45:00
468.28638,2012-04-16 12:00:00
471.8701,2012-04-16 12:15:00
475.5745,2012-04-16 12:30:00
479.5454,2012-04-16 12:45:00
483.61658,2012-04-16 13:00:00
487.60446,2012-04-16 13:15:00
491.47165,2012-04-16 13:30:00
495.43817,2012-04-16 13:45:00
499.47122,2012-04-16 14:00:00
503.40286,2012-04-16 14:15:00
507.14923,2012-04-16 14:30:00
510.7809,2012-04-16 14:45:00
514.8243,2012-04-16 15:00:00
518.8731,2012-04-16 15:15:00
522.7898,2012-04-16 15:30:00
526.83167,2012-04-16 15:45:00
530.7975,2012-04-16 16:00:00
535.1086,2012-04-16 16:15:00
539.8114,2012-04-16 16:30:00
544.5398,2012-04-16 16:45:00
549.5534,2012-04-16 17:00:00
554.9585,2012-04-16 17:15:00
560.5844,2012-04-16 17:30:00
566.4677,2012-04-16 17:45:00
572.4625,2012-04-16 18:00:00
578.70325,2012-04-16 18:15:00
585.3605,2012-04-16 18:30:00
592.34827,2012-04-16 18:45:00
599.5831,2012-04-16 19:00:00
607.21185,2012-04-16 19:15:00
615.3268,2012-04-16 19:30:00
623.9123,2012-04-16 19:45:00
