TimestampLocal,Watts
2012-04-15 00:00:00,198.02869855394883
2012-04-15 00:15:00,170.4377085650723
2012-04-15 00:30:00,293.3874304783092
2012-04-15 00:45:00,272.9227777777777
2012-04-15 01:00:00,167.16699999999997
2012-04-15 01:15:00,167.56088888888888
2012-04-15 01:30:00,234.86666666666667
2012-04-15 01:45:00,291.0304783092325
2012-04-15 02:00:00,215.42169076751944
2012-04-15 02:15:00,168.40022222222223
2012-04-15 02:30:00,171.656
2012-04-15 02:45:00,296.1248053392659
2012-04-15 03:00:00,292.9392222222222
2012-04-15 03:15:00,182.43926585094547
2012-04-15 03:30:00,167.58698553948832
2012-04-15 03:45:00,187.55388888888888
2012-04-15 04:00:00,297.10723025583985
2012-04-15 04:15:00,267.5601111111111
2012-04-15 04:30:00,166.83211111111112
2012-04-15 04:45:00,166.50611790878753
2012-04-15 05:00:00,232.7951002227172
2012-04-15 05:15:00,502.70235571260304
2012-04-15 05:30:00,214.25684093437152
2012-04-15 05:45:00,304.235
2012-04-15 06:00:00,290.0761957730812
2012-04-15 06:15:00,284.4278888888889
2012-04-15 06:30:00,283.917
2012-04-15 06:45:00,151.62466666666668
2012-04-15 07:00:00,150.67666666666668
2012-04-15 07:15:00,234.99411111111112
2012-04-15 07:30:00,273.8150166852058
2012-04-15 07:45:00,201.57761692650337
2012-04-15 08:00:00,152.05144444444443
2012-04-15 08:15:00,154.83770856507232
2012-04-15 08:30:00,277.51455555555555
2012-04-15 08:45:00,273.00876993166287
2012-04-15 09:00:00,156.33046875
2012-04-15 09:15:00,151.15895439377084
2012-04-15 09:30:00,191.4901111111111
2012-04-15 09:45:00,275.3991111111111
2012-04-15 10:00:00,218.55589569161
2012-04-15 10:15:00,151.42677777777777
2012-04-15 10:30:00,151.2979977753059
2012-04-15 10:45:00,256.4808888888889
2012-04-15 11:00:00,271.0367935409458
2012-04-15 11:15:00,168.1971111111111
2012-04-15 11:30:00,151.76566666666668
2012-04-15 11:45:00,181.8808676307008
2012-04-15 12:00:00,273.96829810901
2012-04-15 12:15:00,227.96811111111109
2012-04-15 12:30:00,182.4638888888889
2012-04-15 12:45:00,151.19833333333332
2012-04-15 13:00:00,250.11488888888888
2012-04-15 13:15:00,272.58744444444443
2012-04-15 13:30:00,169.23426028921023
2012-04-15 13:45:00,150.67666666666668
2012-04-15 14:00:00,188.82122222222225
2012-04-15 14:15:00,272.4779680365297
2012-04-15 14:30:00,263.7853006681515
2012-04-15 14:45:00,150.1754171301446
2012-04-15 15:00:00,149.81644444444444
2012-04-15 15:15:00,204.2905555555556
2012-04-15 15:30:00,273.607341490545
2012-04-15 15:45:00,208.8579374275782
2012-04-15 16:00:00,150.19388209121246
2012-04-15 16:15:00,150.6828888888889
2012-04-15 16:30:00,275.5511111111111
2012-04-15 16:45:00,272.58022222222223
2012-04-15 17:00:00,177.02522222222223
2012-04-15 17:15:00,150.80211111111112
2012-04-15 17:30:00,177.1994425863991
2012-04-15 17:45:00,274.15895439377084
2012-04-15 18:00:00,270.04411111111114
2012-04-15 18:15:00,150.72377777777777
2012-04-15 18:30:00,151.3668888888889
2012-04-15 18:45:00,240.54511784511783
2012-04-15 19:00:00,273.40289532293986
2012-04-15 19:15:00,262.0396666666667
2012-04-15 19:30:00,185.8604004449388
2012-04-15 19:45:00,185.3928888888889
2012-04-15 20:00:00,264.83433333333335
2012-04-15 20:15:00,306.7713014460512
