data,Watts
2012-04-15 00:00:00,1211.9529
2012-04-15 00:15:00,1066.7854
2012-04-15 00:30:00,414.3275
2012-04-15 00:45:00,313.4861
2012-04-15 01:00:00,599.35754
2012-04-15 01:15:00,254.12065
2012-04-15 01:30:00,345.66428
2012-04-15 01:45:00,744.21796
2012-04-15 02:00:00,588.62335
2012-04-15 02:15:00,140.72472
2012-04-15 02:30:00,430.00137
2012-04-15 02:45:00,888.273
2012-04-15 03:00:00,842.54767
2012-04-15 03:15:00,697.7107
2012-04-15 03:30:00,368.13565
2012-04-15 03:45:00,45.670143
2012-04-15 04:00:00,226.60828
2012-04-15 04:15:00,794.3612
2012-04-15 04:30:00,691.43494
2012-04-15 04:45:00,504.0909
2012-04-15 05:00:00,650.8797
2012-04-15 05:15:00,833.60443
2012-04-15 05:30:00,719.1931
2012-04-15 05:45:00,185.3728
2012-04-15 06:00:00,185.58585
2012-04-15 06:15:00,435.71094
2012-04-15 06:30:00,760.4172
2012-04-15 06:45:00,318.8114
2012-04-15 07:00:00,251.45216
2012-04-15 07:15:00,633.5861
2012-04-15 07:30:00,988.8636
2012-04-15 07:45:00,616.529
2012-04-15 08:00:00,439.67908
2012-04-15 08:15:00,347.83582
2012-04-15 08:30:00,128.6949
2012-04-15 08:45:00,372.53622
2012-04-15 09:00:00,1020.8036
2012-04-15 09:15:00,1250.977
2012-04-15 09:30:00,379.3695
2012-04-15 09:45:00,189.04663
2012-04-15 10:00:00,548.34906
2012-04-15 10:15:00,1033.1619
2012-04-15 10:30:00,516.78894
2012-04-15 10:45:00,55.588634
2012-04-15 11:00:00,339.9514
2012-04-15 11:15:00,1304.94
2012-04-15 11:30:00,1441.8088
2012-04-15 11:45:00,869.8343
2012-04-15 12:00:00,576.45776
2012-04-15 12:15:00,542.31775
2012-04-15 12:30:00,462.67386
2012-04-15 12:45:00,151.86258
2012-04-15 13:00:00,58.930023
2012-04-15 13:15:00,365.08456
2012-04-15 13:30:00,1370.7357
2012-04-15 13:45:00,1357.5112
2012-04-15 14:00:00,372.64124
2012-04-15 14:15:00,361.11407
2012-04-15 14:30:00,605.95337
2012-04-15 14:45:00,483.5543
2012-04-15 15:00:00,573.7889
2012-04-15 15:15:00,274.37402
2012-04-15 15:30:00,126.128075
2012-04-15 15:45:00,87.13972
2012-04-15 16:00:00,554.21844
2012-04-15 16:15:00,1127.7987
2012-04-15 16:30:00,1366.7672
2012-04-15 16:45:00,1585.5148
2012-04-15 17:00:00,1365.3864
2012-04-15 17:15:00,1284.1029
2012-04-15 17:30:00,1488.979
2012-04-15 17:45:00,1354.7197
2012-04-15 18:00:00,708.45355
2012-04-15 18:15:00,132.25569
2012-04-15 18:30:00,204.29778
2012-04-15 18:45:00,1035.9297
2012-04-15 19:00:00,1809.2368
2012-04-15 19:15:00,2259.4211
2012-04-15 19:30:00,1404.5897
2012-04-15 19:45:00,349.0013
2012-04-15 20:00:00,595.8476
2012-04-15 20:15:00,744.0661
2012-04-15 20:30:00,138.95955
2012-04-15 20:45:00,652.88
2012-04-15 21:00:00,2013.82
2012-04-15 21:15:00,1657.2141
2012-04-15 21:30:00,581.8804
2012-04-15 21:45:00,1319.2733
2012-04-15 22:00:00,1462.0405
2012-04-15 22:15:00,1081.3071
2012-04-15 22:30:00,338.1795
2012-04-15 22:45:00,613.26825
2012-04-15 23:00:00,668.1505
2012-04-15 23:15:00,237.84077
2012-04-15 23:30:00,838.83203
2012-04-15 23:45:00,2434.5532
2012-04-16 00:00:00,228.34235
2012-04-16 00:15:00,512.9971
2012-04-16 00:30:00,378.8113
2012-04-16 00:45:00,374.27194
2012-04-16 01:00:00,535.6189
2012-04-16 01:15:00,854.44775
2012-04-16 01:30:00,973.1867
2012-04-16 01:45:00,263.46057
2012-04-16 02:00:00,68.82812
2012-04-16 02:15:00,129.60658
2012-04-16 02:30:00,712.48724
2012-04-16 02:45:00,1037.3457
2012-04-16 03:00:00,654.5917
2012-04-16 03:15:00,597.5442
