data,Watts
2012-04-15 00:00:00,213.19087
2012-04-15 00:15:00,522.2373
2012-04-15 00:30:00,478.9698
2012-04-15 00:45:00,334.02878
2012-04-15 01:00:00,678.31586
2012-04-15 01:15:00,860.59705
2012-04-15 01:30:00,214.66241
2012-04-15 01:45:00,112.15417
2012-04-15 02:00:00,416.35355
2012-04-15 02:15:00,1074.6431
2012-04-15 02:30:00,1203.4478
2012-04-15 02:45:00,806.1693
2012-04-15 03:00:00,504.95877
2012-04-15 03:15:00,227.12866
2012-04-15 03:30:00,206.59337
2012-04-15 03:45:00,385.9981
2012-04-15 04:00:00,555.34155
2012-04-15 04:15:00,545.91736
2012-04-15 04:30:00,158.38918
2012-04-15 04:45:00,280.43073
2012-04-15 05:00:00,893.62604
2012-04-15 05:15:00,1031.2545
2012-04-15 05:30:00,769.69354
2012-04-15 05:45:00,639.05054
2012-04-15 06:00:00,218.37871
2012-04-15 06:15:00,54.079304
2012-04-15 06:30:00,418.21472
2012-04-15 06:45:00,1460.7178
2012-04-15 07:00:00,1411.9718
2012-04-15 07:15:00,583.30743
2012-04-15 07:30:00,345.23117
2012-04-15 07:45:00,556.33545
2012-04-15 08:00:00,876.61206
2012-04-15 08:15:00,727.8896
2012-04-15 08:30:00,614.5578
2012-04-15 08:45:00,678.0429
2012-04-15 09:00:00,900.2878
2012-04-15 09:15:00,845.5282
2012-04-15 09:30:00,656.7451
2012-04-15 09:45:00,816.8891
2012-04-15 10:00:00,1023.2651
2012-04-15 10:15:00,787.8985
2012-04-15 10:30:00,268.9086
2012-04-15 10:45:00,255.23735
2012-04-15 11:00:00,649.07806
2012-04-15 11:15:00,868.70624
2012-04-15 11:30:00,165.82077
2012-04-15 11:45:00,295.83606
2012-04-15 12:00:00,982.8764
2012-04-15 12:15:00,1312.8622
2012-04-15 12:30:00,509.1774
2012-04-15 12:45:00,430.61008
2012-04-15 13:00:00,838.5551
2012-04-15 13:15:00,1137.7319
2012-04-15 13:30:00,410.60318
2012-04-15 13:45:00,118.12961
2012-04-15 14:00:00,371.57803
2012-04-15 14:15:00,1605.3739
2012-04-15 14:30:00,2215.5452
2012-04-15 14:45:00,1105.527
2012-04-15 15:00:00,234.01546
2012-04-15 15:15:00,238.6498
2012-04-15 15:30:00,219.12819
2012-04-15 15:45:00,1036.3116
2012-04-15 16:00:00,1462.0
2012-04-15 16:15:00,608.5175
2012-04-15 16:30:00,1162.22
2012-04-15 16:45:00,1699.697
2012-04-15 17:00:00,1565.8594
2012-04-15 17:15:00,1715.8257
2012-04-15 17:30:00,901.6713
2012-04-15 17:45:00,264.9893
2012-04-15 18:00:00,199.34906
2012-04-15 18:15:00,970.4436
2012-04-15 18:30:00,1241.7261
2012-04-15 18:45:00,1901.1346
2012-04-15 19:00:00,2795.9854
2012-04-15 19:15:00,2154.7952
2012-04-15 19:30:00,1153.8268
2012-04-15 19:45:00,1151.165
2012-04-15 20:00:00,1472.8185
2012-04-15 20:15:00,1086.7338
2012-04-15 20:30:00,290.95758
2012-04-15 20:45:00,144.94469
2012-04-15 21:00:00,320.299
2012-04-15 21:15:00,1438.4601
2012-04-15 21:30:00,1796.0499
2012-04-15 21:45:00,356.43692
2012-04-15 22:00:00,151.65523
2012-04-15 22:15:00,227.2922
2012-04-15 22:30:00,394.5263
2012-04-15 22:45:00,829.5209
2012-04-15 23:00:00,1931.642
2012-04-15 23:15:00,3274.0479
2012-04-15 23:30:00,2225.6318
2012-04-15 23:45:00,543.5552
2012-04-16 00:00:00,722.2673
2012-04-16 00:15:00,992.35645
2012-04-16 00:30:00,465.5972
2012-04-16 00:45:00,83.04282
2012-04-16 01:00:00,115.40392
2012-04-16 01:15:00,540.7094
2012-04-16 01:30:00,715.7092
2012-04-16 01:45:00,678.8553
2012-04-16 02:00:00,811.9885
2012-04-16 02:15:00,822.6836
2012-04-16 02:30:00,708.03986
2012-04-16 02:45:00,719.5901
2012-04-16 03:00:00,583.98834
2012-04-16 03:15:00,399.58173
2012-04-16 03:30:00,461.16852
2012-04-16 03:45:00,445.57828
2012-04-16 04:00:00,596.2556
2012-04-16 04:15:00,836.303
2012-04-16 04:30:00,620.8292
2012-04-16 04:45:00,140.207
2012-04-16 05:00:00,60.2621
2012-04-16 05:15:00,161.74127
2012-04-16 05:30:00,824.62036
2012-04-16 05:45:00,1023.043
2012-04-16 06:00:00,355.14432
2012-04-16 06:15:00,496.45297
2012-04-16 06:30:00,698.8334
2012-04-16 06:45:00,569.0482
2012-04-16 07:00:00,599.6428
2012-04-16 07:15:00,715.1771
2012-04-16 07:30:00,286.49512
2012-04-16 07:45:00,371.87
2012-04-16 08:00:00,651.0452
2012-04-16 08:15:00,666.8375
2012-04-16 08:30:00,284.04803
