watts,data
1021.7074,2012-04-30 09:15:00
443.70334,2012-04-30 09:30:00
535.68066,2012-04-30 09:45:00
539.6677,2012-04-30 10:00:00
842.8973,2012-04-30 10:15:00
900.6726,2012-04-30 10:30:00
778.2477,2012-04-30 10:45:00
1361.6614,2012-04-30 11:00:00
1062.0647,2012-04-30 11:15:00
1053.4921,2012-04-30 11:30:00
603.466,2012-04-30 11:45:00
899.25867,2012-04-30 12:00:00
527.10065,2012-04-30 12:15:00
1061.0083,2012-04-30 12:30:00
1117.6832,2012-04-30 12:45:00
505.4785,2012-04-30 13:00:00
855.737,2012-04-30 13:15:00
978.78687,2012-04-30 13:30:00
1240.006,2012-04-30 13:45:00
1107.3809,2012-04-30 14:00:00
757.94293,2012-04-30 14:15:00
336.76428,2012-04-30 14:30:00
437.2923,2012-04-30 14:45:00
344.26492,2012-04-30 15:00:00
442.86157,2012-04-30 15:15:00
911.05914,2012-04-30 15:30:00
527.88806,2012-04-30 15:45:00
1043.5022,2012-04-30 16:00:00
913.7357,2012-04-30 16:15:00
912.11975,2012-04-30 16:30:00
1193.2487,2012-04-30 16:45:00
1068.3248,2012-04-30 17:00:00
599.59265,2012-04-30 17:15:00
1046.4069,2012-04-30 17:30:00
242.37573,2012-04-30 17:45:00
77.80666,2012-04-30 18:00:00
155.29915,2012-04-30 18:15:00
945.0645,2012-04-30 18:30:00
534.7568,2012-04-30 18:45:00
965.43176,2012-04-30 19:00:00
942.41345,2012-04-30 19:15:00
946.05273,2012-04-30 19:30:00
680.8208,2012-04-30 19:45:00
649.29297,2012-04-30 20:00:00
449.07834,2012-04-30 20:15:00
138.30936,2012-04-30 20:30:00
1132.2324,2012-04-30 20:45:00
356.04318,2012-04-30 21:00:00
1365.5165,2012-04-30 21:15:00
870.1978,2012-04-30 21:30:00
832.5064,2012-04-30 21:45:00
1005.4181,2012-04-30 22:00:00
1113.0416,2012-04-30 22:15:00
849.15027,2012-04-30 22:30:00
566.4327,2012-04-30 22:45:00
417.41644,2012-04-30 23:00:00
289.23517,2012-04-30 23:15:00
480.50583,2012-04-30 23:30:00
492.38162,2012-04-30 23:45:00
768.6472,2012-05-07 00:00:00
765.5465,2012-05-07 00:15:00
1101.6235,2012-05-07 00:30:00
1249.8431,2012-05-07 00:45:00
974.5558,2012-05-07 01:00:00
961.43195,2012-05-07 01:15:00
510.12405,2012-05-07 01:30:00
298.12137,2012-05-07 01:45:00
242.25563,2012-05-07 02:00:00
347.32166,2012-05-07 02:15:00
551.1574,2012-05-07 02:30:00
1238.7208,2012-05-07 02:45:00
279.68845,2012-05-07 03:00:00
458.8455,2012-05-07 03:15:00
543.5265,2012-05-07 03:30:00
488.57303,2012-05-07 03:45:00
801.55,2012-05-07 04:00:00
178.97598,2012-05-07 04:15:00
1181.3109,2012-05-07 04:30:00
1306.8961,2012-05-07 04:45:00
526.9989,2012-05-07 05:00:00
1050.6323,2012-05-07 05:15:00
493.29633,2012-05-07 05:30:00
1731.04,2012-05-07 05:45:00
263.28763,2012-05-07 06:00:00
934.6946,2012-05-07 06:15:00
90.84538,2012-05-07 06:30:00
1277.0945,2012-05-07 06:45:00
1023.24664,2012-05-07 07:00:00
1264.292,2012-05-07 07:15:00
1039.1289,2012-05-07 07:30:00
877.7167,2012-05-07 07:45:00
1529.6321,2012-05-07 08:00:00
378.69998,2012-05-07 08:15:00
1153.5697,2012-05-07 08:30:00
324.5112,2012-05-07 08:45:00
1209.7435,2012-05-07 09:00:00
810.86285,2012-05-07 09:15:00
738.8096,2012-05-07 09:30:00
418.45987,2012-05-07 09:45:00
700.0877,2012-05-07 10:00:00
966.181,2012-05-07 10:15:00
788.8874,2012-05-07 10:30:00
779.8681,2012-05-07 10:45:00
1083.6735,2012-05-07 11:00:00
1144.0582,2012-05-07 11:15:00
895.11957,2012-05-07 11:30:00
763.0104,2012-05-07 11:45:00
831.25574,2012-05-07 12:00:00
773.5152,2012-05-07 12:15:00
1148.9998,2012-05-07 12:30:00
1278.1577,2012-05-07 12:45:00
1233.1414,2012-05-07 13:00:00
1247.4686,2012-05-07 13:15:00
1196.7423,2012-05-07 13:30:00
934.44476,2012-05-07 13:45:00
802.9004,2012-05-07 14:00:00
728.54175,2012-05-07 14:15:00
728.26196,2012-05-07 14:30:00
770.07794,2012-05-07 14:45:00
870.55695,2012-05-07 15:00:00
1154.3014,2012-05-07 15:15:00
1206.0364,2012-05-07 15:30:00
885.39276,2012-05-07 15:45:00
441.78235,2012-05-07 16:00:00
586.23175,2012-05-07 16:15:00
1095.069,2012-05-07 16:30:00
1338.1357,2012-05-07 16:45:00
843.1757,2012-05-07 17:00:00
677.3442,2012-05-07 17:15:00
808.2382,2012-05-07 17:30:00
1314.305,2012-05-07 17:45:00
966.49536,2012-05-07 18:00:00
781.3526,2012-05-07 18:15:00
512.1649,2012-05-07 18:30:00
819.4273,2012-05-07 18:45:00
984.2246,2012-05-07 19:00:00
1054.2681,2012-05-07 19:15:00
551.675,2012-05-07 19:30:00
350.351,2012-05-07 19:45:00
827.08844,2012-05-07 20:00:00
669.1031,2012-05-07 20:15:00
955.5655,2012-05-07 20:30:00
960.2186,2012-05-07 20:45:00
987.3627,2012-05-07 21:00:00
1004.92126,2012-05-07 21:15:00
1154.5519,2012-05-07 21:30:00
684.4055,2012-05-07 21:45:00
168.74718,2012-05-07 22:00:00
918.08093,2012-05-07 22:15:00
1060.361,2012-05-07 22:30:00
921.7922,2012-05-07 22:45:00
1103.8016,2012-05-07 23:00:00
1146.4467,2012-05-07 23:15:00
969.2523,2012-05-07 23:30:00
739.47705,2012-05-07 23:45:00
665.47534,2012-05-14 00:00:00
614.13745,2012-05-14 00:15:00
606.96436,2012-05-14 00:30:00
616.72156,2012-05-14 00:45:00
909.7411,2012-05-14 01:00:00
1053.7697,2012-05-14 01:15:00
557.5353,2012-05-14 01:30:00
195.22653,2012-05-14 01:45:00
577.0942,2012-05-14 02:00:00
843.1673,2012-05-14 02:15:00
1396.5516,2012-05-14 02:30:00
1311.9956,2012-05-14 02:45:00
997.3145,2012-05-14 03:00:00
991.83856,2012-05-14 03:15:00
1026.849,2012-05-14 03:30:00
902.52045,2012-05-14 03:45:00
771.9278,2012-05-14 04:00:00
511.36472,2012-05-14 04:15:00
619.0916,2012-05-14 04:30:00
578.21674,2012-05-14 04:45:00
685.662,2012-05-14 05:00:00
642.21265,2012-05-14 05:15:00
718.56696,2012-05-14 05:30:00
1441.8496,2012-05-14 05:45:00
848.8133,2012-05-14 06:00:00
607.9019,2012-05-14 06:15:00
214.38971,2012-05-14 06:30:00
461.01288,2012-05-14 06:45:00
919.7918,2012-05-14 07:00:00
497.49402,2012-05-14 07:15:00
820.06946,2012-05-14 07:30:00
680.4774,2012-05-14 07:45:00
158.39606,2012-05-14 08:00:00
741.87646,2012-05-14 08:15:00
987.6317,2012-05-14 08:30:00
851.78253,2012-05-14 08:45:00
937.2419,2012-05-14 09:00:00
936.9249,2012-05-14 09:15:00
377.55643,2012-05-14 09:30:00
545.5775,2012-05-14 09:45:00
538.93665,2012-05-14 10:00:00
816.74054,2012-05-14 10:15:00
1006.92975,2012-05-14 10:30:00
970.5002,2012-05-14 10:45:00
916.13513,2012-05-14 11:00:00
838.7118,2012-05-14 11:15:00
889.896,2012-05-14 11:30:00
702.54486,2012-05-14 11:45:00
1449.7181,2012-05-14 12:00:00
990.0827,2012-05-14 12:15:00
609.3534,2012-05-14 12:30:00
824.5641,2012-05-14 12:45:00
913.47375,2012-05-14 13:00:00
468.18457,2012-05-14 13:15:00
927.7685,2012-05-14 13:30:00
904.0145,2012-05-14 13:45:00
945.7318,2012-05-14 14:00:00
703.8329,2012-05-14 14:15:00
849.69885,2012-05-14 14:30:00
164.81389,2012-05-14 14:45:00
308.0536,2012-05-14 15:00:00
885.65436,2012-05-14 15:15:00
573.3819,2012-05-14 15:30:00
506.07504,2012-05-14 15:45:00
800.68085,2012-05-14 16:00:00
801.9353,2012-05-14 16:15:00
1221.9832,2012-05-14 16:30:00
724.0253,2012-05-14 16:45:00
221.8064,2012-05-14 17:00:00
72.029945,2012-05-14 17:15:00
376.12048,2012-05-14 17:30:00
751.7711,2012-05-14 17:45:00
637.59705,2012-05-14 18:00:00
1043.121,2012-05-14 18:15:00
905.24286,2012-05-14 18:30:00
1130.6052,2012-05-14 18:45:00
406.48596,2012-05-14 19:00:00
1012.1501,2012-05-14 19:15:00
295.32645,2012-05-14 19:30:00
352.81897,2012-05-14 19:45:00
1504.135,2012-05-14 20:00:00
122.92578,2012-05-14 20:15:00
366.12372,2012-05-14 20:30:00
868.2301,2012-05-14 20:45:00
1070.2437,2012-05-14 21:00:00
448.23016,2012-05-14 21:15:00
1106.849,2012-05-14 21:30:00
375.13702,2012-05-14 21:45:00
1045.6129,2012-05-14 22:00:00
415.01523,2012-05-14 22:15:00
985.00366,2012-05-14 22:30:00
127.56734,2012-05-14 22:45:00
667.8496,2012-05-14 23:00:00
773.39325,2012-05-14 23:15:00
473.15848,2012-05-14 23:30:00
562.41266,2012-05-14 23:45:00
1125.8181,2012-05-21 00:00:00
1221.3383,2012-05-21 00:15:00
1287.8466,2012-05-21 00:30:00
1635.8019,2012-05-21 00:45:00
1305.291,2012-05-21 01:00:00
1227.1598,2012-05-21 01:15:00
1050.8035,2012-05-21 01:30:00
1223.965,2012-05-21 01:45:00
841.7546,2012-05-21 02:00:00
871.0754,2012-05-21 02:15:00
83.76025,2012-05-21 02:30:00
330.0471,2012-05-21 02:45:00
944.25806,2012-05-21 03:00:00
328.19064,2012-05-21 03:15:00
1140.8823,2012-05-21 03:30:00
321.13608,2012-05-21 03:45:00
1339.2592,2012-05-21 04:00:00
331.28656,2012-05-21 04:15:00
1033.1711,2012-05-21 04:30:00
216.97719,2012-05-21 04:45:00
402.08542,2012-05-21 05:00:00
1513.3588,2012-05-21 05:15:00
494.53442,2012-05-21 05:30:00
253.69534,2012-05-21 05:45:00
