data,Watts
2012-04-15 00:00:00,195.55266
2012-04-15 00:15:00,217.62405
2012-04-15 00:30:00,230.23747
2012-04-15 00:45:00,249.70724
2012-04-15 01:00:00,259.0361
2012-04-15 01:15:00,270.86496
2012-04-15 01:30:00,277.5104
2012-04-15 01:45:00,281.3435
2012-04-15 02:00:00,287.93048
2012-04-15 02:15:00,292.33353
2012-04-15 02:30:00,287.82886
2012-04-15 02:45:00,269.47647
2012-04-15 03:00:00,246.09901
2012-04-15 03:15:00,225.02068
2012-04-15 03:30:00,216.22705
2012-04-15 03:45:00,218.75671
2012-04-15 04:00:00,259.80713
2012-04-15 04:15:00,291.39737
2012-04-15 04:30:00,299.85272
2012-04-15 04:45:00,294.3626
2012-04-15 05:00:00,281.3891
2012-04-15 05:15:00,218.724
2012-04-15 05:30:00,186.43535
2012-04-15 05:45:00,239.75523
2012-04-15 06:00:00,278.60947
2012-04-15 06:15:00,284.0987
2012-04-15 06:30:00,418.3645
2012-04-15 06:45:00,448.6511
2012-04-15 07:00:00,252.3091
2012-04-15 07:15:00,424.42694
2012-04-15 07:30:00,462.1409
2012-04-15 07:45:00,423.94293
2012-04-15 08:00:00,233.9661
2012-04-15 08:15:00,192.17213
2012-04-15 08:30:00,206.49904
2012-04-15 08:45:00,191.03708
2012-04-15 09:00:00,178.10631
2012-04-15 09:15:00,174.1755
2012-04-15 09:30:00,180.85037
2012-04-15 09:45:00,191.86569
2012-04-15 10:00:00,197.64609
2012-04-15 10:15:00,195.64688
2012-04-15 10:30:00,189.65709
2012-04-15 10:45:00,180.40172
2012-04-15 11:00:00,174.62306
2012-04-15 11:15:00,176.69164
2012-04-15 11:30:00,174.80824
2012-04-15 11:45:00,161.8609
2012-04-15 12:00:00,168.33751
2012-04-15 12:15:00,197.68164
2012-04-15 12:30:00,213.80907
2012-04-15 12:45:00,225.27826
2012-04-15 13:00:00,225.85364
2012-04-15 13:15:00,241.91432
2012-04-15 13:30:00,355.08737
2012-04-15 13:45:00,404.17786
2012-04-15 14:00:00,491.3705
2012-04-15 14:15:00,502.42813
2012-04-15 14:30:00,439.94452
2012-04-15 14:45:00,350.17093
2012-04-15 15:00:00,280.9062
2012-04-15 15:15:00,271.68747
2012-04-15 15:30:00,284.1168
2012-04-15 15:45:00,288.89584
2012-04-15 16:00:00,280.2922
2012-04-15 16:15:00,275.33102
2012-04-15 16:30:00,258.76434
2012-04-15 16:45:00,235.91777
2012-04-15 17:00:00,225.93805
2012-04-15 17:15:00,218.04
2012-04-15 17:30:00,206.26762
2012-04-15 17:45:00,303.08032
2012-04-15 18:00:00,522.2552
2012-04-15 18:15:00,229.75697
2012-04-15 18:30:00,215.85321
2012-04-15 18:45:00,300.64575
2012-04-15 19:00:00,402.36053
2012-04-15 19:15:00,476.27695
2012-04-15 19:30:00,464.4228
2012-04-15 19:45:00,351.93326
2012-04-15 20:00:00,242.80923
2012-04-15 20:15:00,230.28917
2012-04-15 20:30:00,264.52905
2012-04-15 20:45:00,283.9434
2012-04-15 21:00:00,273.1966
2012-04-15 21:15:00,278.43454
2012-04-15 21:30:00,290.74088
2012-04-15 21:45:00,401.34152
2012-04-15 22:00:00,442.1073
2012-04-15 22:15:00,186.38496
2012-04-15 22:30:00,401.90295
2012-04-15 22:45:00,471.9906
2012-04-15 23:00:00,477.04208
2012-04-15 23:15:00,354.7901
2012-04-15 23:30:00,208.48778
2012-04-15 23:45:00,218.94603
2012-04-16 00:00:00,920.3752
2012-04-16 00:15:00,1939.6484
2012-04-16 00:30:00,737.2307
2012-04-16 00:45:00,881.2714
2012-04-16 01:00:00,951.6644
2012-04-16 01:15:00,923.6111
2012-04-16 01:30:00,897.3949
2012-04-16 01:45:00,872.5077
2012-04-16 02:00:00,788.1801
2012-04-16 02:15:00,601.4492
2012-04-16 02:30:00,410.19818
2012-04-16 02:45:00,344.75192
2012-04-16 03:00:00,347.85086
2012-04-16 03:15:00,470.46143
2012-04-16 03:30:00,495.79425
2012-04-16 03:45:00,458.95886
2012-04-16 04:00:00,452.10403
2012-04-16 04:15:00,559.5798
