data,Watts
2012-04-15 00:00:00,92.06659
2012-04-15 00:15:00,135.59433
2012-04-15 00:30:00,190.8013
2012-04-15 00:45:00,227.32372
2012-04-15 01:00:00,219.17899
2012-04-15 01:15:00,208.77678
2012-04-15 01:30:00,204.68
2012-04-15 01:45:00,199.13754
2012-04-15 02:00:00,180.86957
2012-04-15 02:15:00,178.16434
2012-04-15 02:30:00,310.23288
2012-04-15 02:45:00,241.1193
2012-04-15 03:00:00,246.5564
2012-04-15 03:15:00,228.96283
2012-04-15 03:30:00,214.61847
2012-04-15 03:45:00,203.02953
2012-04-15 04:00:00,151.70648
2012-04-15 04:15:00,138.11134
2012-04-15 04:30:00,174.6959
2012-04-15 04:45:00,174.71642
2012-04-15 05:00:00,171.72894
2012-04-15 05:15:00,210.26758
2012-04-15 05:30:00,188.19312
2012-04-15 05:45:00,141.51868
2012-04-15 06:00:00,144.45862
2012-04-15 06:15:00,157.46855
2012-04-15 06:30:00,151.73636
2012-04-15 06:45:00,138.30916
2012-04-15 07:00:00,126.73767
2012-04-15 07:15:00,116.91849
2012-04-15 07:30:00,106.037315
2012-04-15 07:45:00,101.18542
2012-04-15 08:00:00,161.6742
2012-04-15 08:15:00,163.24023
2012-04-15 08:30:00,166.33131
2012-04-15 08:45:00,187.16211
2012-04-15 09:00:00,200.91493
2012-04-15 09:15:00,219.80736
2012-04-15 09:30:00,221.92981
2012-04-15 09:45:00,207.61337
2012-04-15 10:00:00,182.63148
2012-04-15 10:15:00,168.17044
2012-04-15 10:30:00,158.44527
2012-04-15 10:45:00,142.54861
2012-04-15 11:00:00,129.42874
2012-04-15 11:15:00,122.72136
2012-04-15 11:30:00,117.83282
2012-04-15 11:45:00,113.70483
2012-04-15 12:00:00,109.2307
2012-04-15 12:15:00,104.742386
2012-04-15 12:30:00,100.49683
2012-04-15 12:45:00,103.68956
2012-04-15 13:00:00,163.44897
2012-04-15 13:15:00,258.4579
2012-04-15 13:30:00,294.20447
2012-04-15 13:45:00,210.52016
2012-04-15 14:00:00,315.3945
2012-04-15 14:15:00,370.78293
2012-04-15 14:30:00,384.4771
